C,Cr,Mn,Ni,Si,CR,Hardness
0.8,0,1,5,0,10,744.903
0.8,0,1,5,0,20,753.149
0.8,0,1,5,0,30,754.134
0.8,0,1,5,0,40,754.418
0.8,0,1,5,0,50,754.497
0.8,1,1,5,0,1,653.045
0.8,1,1,5,0,2,654.138
0.8,1,1,5,0,3,654.283
0.8,1,1,5,0,4,654.335
0.8,1,1,5,0,5,654.335
0.8,1,1,5,0,6,654.347
0.8,1,1,5,0,7,654.355
0.8,1,1,5,0,8,654.36
0.8,1,1,5,0,9,654.363
0.8,1,1,5,0,10,654.365
0.8,1,1,5,0,20,654.375
0.8,1,1,5,0,30,654.378
0.8,1,1,5,0,40,654.378
0.8,1,1,5,0,50,654.379
0.8,10,1,5,0,1,273.853
0.8,10,1,5,0,2,273.852
0.8,10,1,5,0,3,273.839
0.8,10,1,5,0,4,273.843
0.8,10,1,5,0,5,273.846
0.8,10,1,5,0,6,273.847
0.8,10,1,5,0,7,273.847
0.8,10,1,5,0,8,273.848
0.8,10,1,5,0,9,273.848
0.8,10,1,5,0,10,273.849
0.8,10,1,5,0,20,273.85
0.8,10,1,5,0,30,273.85
0.8,10,1,5,0,40,273.85
0.8,10,1,5,0,50,273.85
0.8,0,1,10,0,1,342.238
0.8,0,1,10,0,2,471.892
0.8,0,1,10,0,3,484.89
0.8,0,1,10,0,4,487.992
0.8,0,1,10,0,5,489.196
0.8,0,1,10,0,6,489.694
0.8,0,1,10,0,7,489.981
0.8,0,1,10,0,8,490.15
0.8,0,1,10,0,9,490.255
0.8,0,1,10,0,10,490.34
0.8,0,1,10,0,20,490.577
0.8,0,1,10,0,30,490.609
0.8,0,1,10,0,40,490.634
0.8,0,1,10,0,50,490.647
0.8,1,1,10,0,1,189.933
0.8,1,1,10,0,2,189.917
0.8,1,1,10,0,3,189.919
0.8,1,1,10,0,4,189.921
0.8,1,1,10,0,5,189.921
0.8,1,1,10,0,6,189.921
0.8,1,1,10,0,7,189.921
0.8,1,1,10,0,8,189.922
0.8,1,1,10,0,9,189.922
0.8,1,1,10,0,10,189.922
0.8,1,1,10,0,20,189.922
0.8,1,1,10,0,30,189.922
0.8,1,1,10,0,40,189.922
0.8,1,1,10,0,50,189.922
0.8,10,1,10,0,1,207.099
0.8,10,1,10,0,2,207.101
0.8,10,1,10,0,3,207.102
0.8,10,1,10,0,4,207.102
0.8,10,1,10,0,5,207.102
0.8,10,1,10,0,6,207.102
0.8,10,1,10,0,7,207.102
0.8,10,1,10,0,8,207.102
0.8,10,1,10,0,9,207.102
0.8,10,1,10,0,10,207.102
0.8,10,1,10,0,20,207.103
0.8,10,1,10,0,30,207.103
0.8,10,1,10,0,40,207.103
0.8,10,1,10,0,50,207.103
0.8,0,1,0,0,1,667.051
0.8,0,1,0,0,2,782.735
0.8,0,1,0,0,3,799.047
0.8,0,1,0,0,4,803.4
0.8,0,1,0,0,5,804.972
0.8,0,1,0,0,6,805.72
0.8,0,1,0,0,7,806.201
0.8,0,1,0,0,8,806.447
0.8,0,1,0,0,9,806.749
0.8,0,1,0,0,10,806.839
0.8,0,1,0,0,20,807.11
0.8,0,1,0,0,30,807.16
0.8,0,1,0,0,40,807.179
0.8,0,1,0,0,50,807.188
0.8,1,1,0,0,1,729.6
0.8,1,1,0,0,2,743.689
0.8,1,1,0,0,3,745.264
0.8,1,1,0,0,4,745.693
0.8,1,1,0,0,5,745.94
0.8,1,1,0,0,6,746.011
0.8,1,1,0,0,7,746.051
0.8,1,1,0,0,8,746.077
0.8,1,1,0,0,9,746.094
0.8,1,1,0,0,10,746.106
0.8,1,1,0,0,20,746.147
0.8,1,1,0,0,30,746.155
0.8,1,1,0,0,40,746.116
0.8,1,1,0,0,50,746.127
0.8,10,1,0,0,1,359.337
0.8,10,1,0,0,2,359.339
0.8,10,1,0,0,3,359.339
0.8,10,1,0,0,4,359.339
0.8,10,1,0,0,5,359.34
0.8,10,1,0,0,6,359.34
0.8,10,1,0,0,7,359.34
0.8,10,1,0,0,8,359.34
0.8,10,1,0,0,9,359.34
0.8,10,1,0,0,10,359.34
0.8,10,1,0,0,20,359.34
0.8,10,1,0,0,30,359.34
0.8,10,1,0,0,40,359.34
0.8,10,1,0,0,50,359.34
0.8,0,1,5,0,1,659.152
0.8,0,1,5,0,2,659.165
0.8,0,1,5,0,3,659.166
0.8,0,1,5,0,4,659.167
0.8,0,1,5,0,5,659.168
0.8,0,1,5,0,6,659.117
0.8,0,1,5,0,7,659.126
0.8,0,1,5,0,8,659.132
0.8,0,1,5,0,9,659.137
0.8,0,1,5,0,10,659.141
0.8,0,1,5,0,20,659.156
0.8,0,1,5,0,30,659.161
0.8,0,1,5,0,40,659.163
0.8,0,1,5,0,50,659.164
0.8,1,1,5,0,1,498.295
0.8,1,1,5,0,2,498.296
0.8,1,1,5,0,3,498.296
0.8,1,1,5,0,4,498.296
0.8,1,1,5,0,5,498.296
0.8,1,1,5,0,6,498.296
0.8,1,1,5,0,7,498.296
0.8,1,1,5,0,8,498.296
0.8,1,1,5,0,9,498.296
0.8,1,1,5,0,10,498.296
0.8,1,1,5,0,20,498.296
0.8,1,1,5,0,30,498.296
0.8,1,1,5,0,40,498.296
0.8,1,1,5,0,50,498.296
0.8,10,1,5,0,1,181.783
0.8,10,1,5,0,2,181.783
0.8,10,1,5,0,3,181.783
0.8,10,1,5,0,4,181.783
0.8,10,1,5,0,5,181.783
0.8,10,1,5,0,6,181.783
0.8,10,1,5,0,7,181.783
0.8,10,1,5,0,8,181.783
0.8,10,1,5,0,9,181.783
0.8,10,1,5,0,10,181.783
0.8,10,1,5,0,20,181.783
0.8,10,1,5,0,30,181.783
0.8,10,1,5,0,40,181.783
0.8,10,1,5,0,50,181.783
0.8,0,1,10,0,1,637.154
0.8,0,1,10,0,2,637.156
0.8,0,1,10,0,3,637.157
0.8,0,1,10,0,4,637.157
0.8,0,1,10,0,5,637.157
0.8,0,1,10,0,6,637.158
0.8,0,1,10,0,7,637.158
0.8,0,1,10,0,8,637.158
0.8,0,1,10,0,9,637.158
0.8,0,1,10,0,10,637.158
0.8,0,1,10,0,20,637.158
0.8,0,1,10,0,30,637.159
0.8,0,1,10,0,40,637.159
0.8,0,1,10,0,50,637.159
0.8,1,1,10,0,1,192.065
0.8,1,1,10,0,2,192.065
0.8,1,1,10,0,3,192.065
0.8,1,1,10,0,4,192.065
0.8,1,1,10,0,5,192.065
0.8,1,1,10,0,6,192.065
0.8,1,1,10,0,7,192.065
0.8,1,1,10,0,8,192.065
0.8,1,1,10,0,9,192.065
0.8,1,1,10,0,10,192.065
0.8,1,1,10,0,20,192.065
0.8,1,1,10,0,30,192.065
0.8,1,1,10,0,40,192.065
0.8,1,1,10,0,50,192.065
0.8,10,1,10,0,1,175.784
0.8,10,1,10,0,2,175.784
0.8,10,1,10,0,3,175.784
0.8,10,1,10,0,4,175.784
0.8,10,1,10,0,5,175.784
0.8,10,1,10,0,6,175.784
0.8,10,1,10,0,7,175.784
0.8,10,1,10,0,8,175.784
0.8,10,1,10,0,9,175.784
0.8,10,1,10,0,10,175.784
0.8,10,1,10,0,20,175.784
0.8,10,1,10,0,30,175.784
0.8,10,1,10,0,40,175.784
0.8,10,1,10,0,50,175.784
0.8,0,1,0,0,1,589.145
0.8,0,1,0,0,2,724.705
0.8,0,1,0,0,3,765.372
0.8,0,1,0,0,4,775.153
0.8,0,1,0,0,5,779.18
0.8,0,1,0,0,6,780.925
0.8,0,1,0,0,7,781.776
0.8,0,1,0,0,8,782.323
0.8,0,1,0,0,9,782.805
0.8,0,1,0,0,10,782.999
0.8,0,1,0,0,20,783.757
0.8,0,1,0,0,30,783.848
0.8,0,1,0,0,40,783.881
0.8,0,1,0,0,50,783.897
0.8,1,1,0,0,1,697.045
0.8,1,1,0,0,2,733.421
0.8,1,1,0,0,3,737.097
0.8,1,1,0,0,4,738.127
0.8,1,1,0,0,5,738.547
0.8,1,1,0,0,6,738.835
0.8,1,1,0,0,7,738.923
0.8,1,1,0,0,8,738.978
0.8,1,1,0,0,9,739.014
0.8,1,1,0,0,10,739.04
0.8,1,1,0,0,20,739.121
0.8,1,1,0,0,30,739.136
0.8,1,1,0,0,40,739.143
0.8,1,1,0,0,50,739.102
0.8,10,1,0,0,1,531.76
0.8,10,1,0,0,2,531.826
0.8,10,1,0,0,3,531.833
0.8,10,1,0,0,4,531.836
0.8,10,1,0,0,5,531.837
0.8,10,1,0,0,6,531.838
0.8,10,1,0,0,7,531.839
0.8,10,1,0,0,8,531.839
0.8,10,1,0,0,9,531.84
0.8,10,1,0,0,10,531.84
0.8,10,1,0,0,20,531.821
0.8,10,1,0,0,30,531.828
0.8,10,1,0,0,40,531.832
0.8,10,1,0,0,50,531.833
0.8,0,1,5,0,1,712.713
0.8,0,1,5,0,2,713.416
0.8,0,1,5,0,3,713.494
0.8,0,1,5,0,4,713.522
0.8,0,1,5,0,5,713.535
0.8,0,1,5,0,6,713.543
0.8,0,1,5,0,7,713.548
0.8,0,1,5,0,8,713.551
0.8,0,1,5,0,9,713.553
0.8,0,1,5,0,10,713.555
0.8,0,1,5,0,20,713.538
0.8,0,1,5,0,30,713.55
0.8,0,1,5,0,40,713.555
0.8,0,1,5,0,50,713.558
0.8,1,1,5,0,1,597.299
0.8,1,1,5,0,2,597.301
0.8,1,1,5,0,3,597.301
0.8,1,1,5,0,4,597.302
0.8,1,1,5,0,5,597.302
0.8,1,1,5,0,6,597.302
0.8,1,1,5,0,7,597.302
0.8,1,1,5,0,8,597.302
0.8,1,1,5,0,9,597.302
0.8,1,1,5,0,10,597.302
0.8,1,1,5,0,20,597.302
0.8,1,1,5,0,30,597.302
0.8,1,1,5,0,40,597.303
0.8,1,1,5,0,50,597.303
0.8,10,1,5,0,1,496.067
0.8,10,1,5,0,2,496.067
0.8,10,1,5,0,3,496.067
0.8,10,1,5,0,4,496.067
0.8,10,1,5,0,5,496.067
0.8,10,1,5,0,6,496.067
0.8,10,1,5,0,7,496.067
0.8,10,1,5,0,8,496.067
0.8,10,1,5,0,9,496.067
0.8,10,1,5,0,10,496.067
0.8,10,1,5,0,20,496.067
0.8,10,1,5,0,30,496.067
0.8,10,1,5,0,40,496.067
0.8,10,1,5,0,50,496.067
0.8,0,1,10,0,1,530.785
0.8,0,1,10,0,2,530.804
0.8,0,1,10,0,3,530.81
0.8,0,1,10,0,4,530.812
0.8,0,1,10,0,5,530.814
0.8,0,1,10,0,6,530.815
0.8,0,1,10,0,7,530.816
0.8,0,1,10,0,8,530.817
0.8,0,1,10,0,9,530.817
0.8,0,1,10,0,10,530.817
0.8,0,1,10,0,20,530.818
0.8,0,1,10,0,30,530.819
0.8,0,1,10,0,40,530.819
0.8,0,1,10,0,50,530.819
0.8,1,1,10,0,1,320.686
0.8,1,1,10,0,2,320.686
0.8,1,1,10,0,3,320.686
0.8,1,1,10,0,4,320.686
0.8,1,1,10,0,5,320.686
0.8,1,1,10,0,6,320.686
0.8,1,1,10,0,7,320.686
0.8,1,1,10,0,8,320.686
0.8,1,1,10,0,9,320.686
0.8,1,1,10,0,10,320.686
0.8,1,1,10,0,20,320.686
0.8,1,1,10,0,30,320.686
0.8,1,1,10,0,40,320.686
0.8,1,1,10,0,50,320.686
0.8,10,1,10,0,1,254.513
0.8,10,1,10,0,2,254.513
0.8,10,1,10,0,3,254.513
0.8,10,1,10,0,4,254.513
0.8,10,1,10,0,5,254.513
0.8,10,1,10,0,6,254.513
0.8,10,1,10,0,7,254.513
0.8,10,1,10,0,8,254.513
0.8,10,1,10,0,9,254.513
0.8,10,1,10,0,10,254.513
0.8,10,1,10,0,20,254.513
0.8,10,1,10,0,30,254.513
0.8,10,1,10,0,40,254.513
0.8,10,1,10,0,50,254.513
0.8,0,1,0,1,1,268.545
0.8,0,1,0,1,2,271.563
0.8,0,1,0,1,3,273.319
0.8,0,1,0,1,4,274.57
0.8,0,1,0,1,5,275.537
0.8,0,1,0,1,6,276.33
0.8,0,1,0,1,7,276.994
0.8,0,1,0,1,8,277.922
0.8,0,1,0,1,9,283.67
0.8,0,1,0,1,10,304.885
0.8,0,1,0,1,20,687.658
0.8,0,1,0,1,30,764.871
0.8,0,1,0,1,40,781.667
0.8,0,1,0,1,50,787.533
0.8,1,1,0,1,1,278.564
0.8,1,1,0,1,2,289.16
0.8,1,1,0,1,3,484.505
0.8,1,1,0,1,4,658.124
0.8,1,1,0,1,5,727.013
0.8,1,1,0,1,6,754.93
0.8,1,1,0,1,7,768.583
0.8,1,1,0,1,8,775.683
0.8,1,1,0,1,9,780.188
0.8,1,1,0,1,10,782.799
0.8,1,1,0,1,20,789.61
0.8,1,1,0,1,30,790.377
0.8,1,1,0,1,40,790.58
0.8,1,1,0,1,50,790.686
0.8,10,1,0,1,1,446.689
0.8,10,1,0,1,2,515.916
0.8,10,1,0,1,3,521.903
0.8,10,1,0,1,4,523.379
0.8,10,1,0,1,5,523.93
0.8,10,1,0,1,6,524.171
0.8,10,1,0,1,7,524.326
0.8,10,1,0,1,8,524.405
0.8,10,1,0,1,9,524.455
0.8,10,1,0,1,10,524.492
0.8,10,1,0,1,20,524.551
0.8,10,1,0,1,30,524.589
0.8,10,1,0,1,40,524.604
0.8,10,1,0,1,50,524.611
0.8,0,1,5,1,1,268.559
0.8,0,1,5,1,2,271.564
0.8,0,1,5,1,3,319.001
0.8,0,1,5,1,4,458.864
0.8,0,1,5,1,5,565.612
0.8,0,1,5,1,6,616.612
0.8,0,1,5,1,7,640.844
0.8,0,1,5,1,8,653.899
0.8,0,1,5,1,9,661.262
0.8,0,1,5,1,10,666.077
0.8,0,1,5,1,20,676.97
0.8,0,1,5,1,30,678.173
0.8,0,1,5,1,40,678.526
0.8,0,1,5,1,50,678.676
0.8,1,1,5,1,1,566.771
0.8,1,1,5,1,2,568.237
0.8,1,1,5,1,3,568.436
0.8,1,1,5,1,4,568.487
0.8,1,1,5,1,5,568.519
0.8,1,1,5,1,6,568.512
0.8,1,1,5,1,7,568.521
0.8,1,1,5,1,8,568.527
0.8,1,1,5,1,9,568.531
0.8,1,1,5,1,10,568.534
0.8,1,1,5,1,20,568.544
0.8,1,1,5,1,30,568.546
0.8,1,1,5,1,40,568.547
0.8,1,1,5,1,50,568.547
0.8,10,1,5,1,1,223.742
0.8,10,1,5,1,2,223.717
0.8,10,1,5,1,3,223.702
0.8,10,1,5,1,4,223.706
0.8,10,1,5,1,5,223.708
0.8,10,1,5,1,6,223.709
0.8,10,1,5,1,7,223.71
0.8,10,1,5,1,8,223.71
0.8,10,1,5,1,9,223.71
0.8,10,1,5,1,10,223.711
0.8,10,1,5,1,20,223.712
0.8,10,1,5,1,30,223.712
0.8,10,1,5,1,40,223.712
0.8,10,1,5,1,50,223.712
0.8,0,1,10,1,1,267.974
0.8,0,1,10,1,2,266.49
0.8,0,1,10,1,3,266.102
0.8,0,1,10,1,4,266.06
0.8,0,1,10,1,5,266.055
0.8,0,1,10,1,6,266.057
0.8,0,1,10,1,7,266.062
0.8,0,1,10,1,8,266.068
0.8,0,1,10,1,9,266.072
0.8,0,1,10,1,10,266.077
0.8,0,1,10,1,20,266.099
0.8,0,1,10,1,30,266.088
0.8,0,1,10,1,40,266.102
0.8,0,1,10,1,50,266.109
0.8,1,1,10,1,1,178.757
0.8,1,1,10,1,2,178.735
0.8,1,1,10,1,3,178.735
0.8,1,1,10,1,4,178.735
0.8,1,1,10,1,5,178.735
0.8,1,1,10,1,6,178.735
0.8,1,1,10,1,7,178.735
0.8,1,1,10,1,8,178.735
0.8,1,1,10,1,9,178.735
0.8,1,1,10,1,10,178.735
0.8,1,1,10,1,20,178.735
0.8,1,1,10,1,30,178.735
0.8,1,1,10,1,40,178.735
0.8,1,1,10,1,50,178.735
0.8,10,1,10,1,1,222.375
0.8,10,1,10,1,2,222.377
0.8,10,1,10,1,3,222.377
0.8,10,1,10,1,4,222.377
0.8,10,1,10,1,5,222.378
0.8,10,1,10,1,6,222.378
0.8,10,1,10,1,7,222.378
0.8,10,1,10,1,8,222.378
0.8,10,1,10,1,9,222.378
0.8,10,1,10,1,10,222.378
0.8,10,1,10,1,20,222.378
0.8,10,1,10,1,30,222.378
0.8,10,1,10,1,40,222.378
0.8,10,1,10,1,50,222.378
0.8,0,1,0,1,1,763.717
0.8,0,1,0,1,2,767.518
0.8,0,1,0,1,3,768.005
0.8,0,1,0,1,4,768.16
0.8,0,1,0,1,5,768.237
0.8,0,1,0,1,6,768.263
0.8,0,1,0,1,7,768.265
0.8,0,1,0,1,8,768.278
0.8,0,1,0,1,9,768.287
0.8,0,1,0,1,10,768.293
0.8,0,1,0,1,20,768.289
0.8,0,1,0,1,30,768.303
0.8,0,1,0,1,40,768.31
0.8,0,1,0,1,50,768.314
0.8,1,1,0,1,1,706.254
0.8,1,1,0,1,2,706.236
0.8,1,1,0,1,3,706.233
0.8,1,1,0,1,4,706.231
0.8,1,1,0,1,5,706.23
0.8,1,1,0,1,6,706.175
0.8,1,1,0,1,7,706.184
0.8,1,1,0,1,8,706.19
0.8,1,1,0,1,9,706.195
0.8,1,1,0,1,10,706.199
0.8,1,1,0,1,20,706.214
0.8,1,1,0,1,30,706.219
0.8,1,1,0,1,40,706.221
0.8,1,1,0,1,50,706.222
0.8,10,1,0,1,1,375.147
0.8,10,1,0,1,2,375.147
0.8,10,1,0,1,3,375.148
0.8,10,1,0,1,4,375.148
0.8,10,1,0,1,5,375.148
0.8,10,1,0,1,6,375.148
0.8,10,1,0,1,7,375.148
0.8,10,1,0,1,8,375.148
0.8,10,1,0,1,9,375.148
0.8,10,1,0,1,10,375.148
0.8,10,1,0,1,20,375.148
0.8,10,1,0,1,30,375.148
0.8,10,1,0,1,40,375.148
0.8,10,1,0,1,50,375.148
0.8,0,1,5,1,1,559.64
0.8,0,1,5,1,2,559.657
0.8,0,1,5,1,3,559.662
0.8,0,1,5,1,4,559.665
0.8,0,1,5,1,5,559.667
0.8,0,1,5,1,6,559.668
0.8,0,1,5,1,7,559.669
0.8,0,1,5,1,8,559.669
0.8,0,1,5,1,9,559.67
0.8,0,1,5,1,10,559.67
0.8,0,1,5,1,20,559.671
0.8,0,1,5,1,30,559.671
0.8,0,1,5,1,40,559.671
0.8,0,1,5,1,50,559.671
0.8,1,1,5,1,1,388.74
0.8,1,1,5,1,2,388.74
0.8,1,1,5,1,3,388.74
0.8,1,1,5,1,4,388.74
0.8,1,1,5,1,5,388.74
0.8,1,1,5,1,6,388.74
0.8,1,1,5,1,7,388.74
0.8,1,1,5,1,8,388.74
0.8,1,1,5,1,9,388.74
0.8,1,1,5,1,10,388.74
0.8,1,1,5,1,20,388.74
0.8,1,1,5,1,30,388.74
0.8,1,1,5,1,40,388.74
0.8,1,1,5,1,50,388.74
0.8,10,1,5,1,1,172.725
0.8,10,1,5,1,2,172.725
0.8,10,1,5,1,3,172.725
0.8,10,1,5,1,4,172.725
0.8,10,1,5,1,5,172.725
0.8,10,1,5,1,6,172.725
0.8,10,1,5,1,7,172.725
0.8,10,1,5,1,8,172.725
0.8,10,1,5,1,9,172.725
0.8,10,1,5,1,10,172.725
0.8,10,1,5,1,20,172.725
0.8,10,1,5,1,30,172.725
0.8,10,1,5,1,40,172.725
0.8,10,1,5,1,50,172.725
0.8,0,1,10,1,1,194.58
0.8,0,1,10,1,2,194.58
0.8,0,1,10,1,3,194.58
0.8,0,1,10,1,4,194.58
0.8,0,1,10,1,5,194.58
0.8,0,1,10,1,6,194.58
0.8,0,1,10,1,7,194.58
0.8,0,1,10,1,8,194.58
0.8,0,1,10,1,9,194.58
0.8,0,1,10,1,10,194.58
0.8,0,1,10,1,20,194.58
0.8,0,1,10,1,30,194.58
0.8,0,1,10,1,40,194.58
0.8,0,1,10,1,50,194.58
0.8,1,1,10,1,1,196.398
0.8,1,1,10,1,2,196.398
0.8,1,1,10,1,3,196.398
0.8,1,1,10,1,4,196.398
0.8,1,1,10,1,5,196.398
0.8,1,1,10,1,6,196.398
0.8,1,1,10,1,7,196.398
0.8,1,1,10,1,8,196.398
0.8,1,1,10,1,9,196.398
0.8,1,1,10,1,10,196.398
0.8,1,1,10,1,20,196.398
0.8,1,1,10,1,30,196.398
0.8,1,1,10,1,40,196.398
0.8,1,1,10,1,50,196.398
0.8,10,1,10,1,1,166.877
0.8,10,1,10,1,2,166.877
0.8,10,1,10,1,3,166.877
0.8,10,1,10,1,4,166.877
0.8,10,1,10,1,5,166.877
0.8,10,1,10,1,6,166.877
0.8,10,1,10,1,7,166.877
0.8,10,1,10,1,8,166.877
0.8,10,1,10,1,9,166.877
0.8,10,1,10,1,10,166.877
0.8,10,1,10,1,20,166.877
0.8,10,1,10,1,30,166.877
0.8,10,1,10,1,40,166.877
0.8,10,1,10,1,50,166.877
0.8,0,1,0,1,1,731.279
0.8,0,1,0,1,2,749.655
0.8,0,1,0,1,3,751.847
0.8,0,1,0,1,4,752.545
0.8,0,1,0,1,5,752.777
0.8,0,1,0,1,6,752.899
0.8,0,1,0,1,7,752.966
0.8,0,1,0,1,8,753.024
0.8,0,1,0,1,9,753.032
0.8,0,1,0,1,10,753.054
0.8,0,1,0,1,20,753.125
0.8,0,1,0,1,30,753.1
0.8,0,1,0,1,40,753.118
0.8,0,1,0,1,50,753.127
0.8,1,1,0,1,1,717.455
0.8,1,1,0,1,2,718.121
0.8,1,1,0,1,3,718.234
0.8,1,1,0,1,4,718.263
0.8,1,1,0,1,5,718.276
0.8,1,1,0,1,6,718.283
0.8,1,1,0,1,7,718.288
0.8,1,1,0,1,8,718.292
0.8,1,1,0,1,9,718.294
0.8,1,1,0,1,10,718.296
0.8,1,1,0,1,20,718.267
0.8,1,1,0,1,30,718.282
0.8,1,1,0,1,40,718.289
0.8,1,1,0,1,50,718.294
0.8,10,1,0,1,1,481.977
0.8,10,1,0,1,2,481.979
0.8,10,1,0,1,3,481.951
0.8,10,1,0,1,4,481.959
0.8,10,1,0,1,5,481.964
0.8,10,1,0,1,6,481.967
0.8,10,1,0,1,7,481.97
0.8,10,1,0,1,8,481.971
0.8,10,1,0,1,9,481.973
0.8,10,1,0,1,10,481.973
0.8,10,1,0,1,20,481.977
0.8,10,1,0,1,30,481.979
0.8,10,1,0,1,40,481.979
0.8,10,1,0,1,50,481.98
0.8,0,1,5,1,1,661.551
0.8,0,1,5,1,2,661.474
0.8,0,1,5,1,3,661.494
0.8,0,1,5,1,4,661.503
0.8,0,1,5,1,5,661.508
0.8,0,1,5,1,6,661.511
0.8,0,1,5,1,7,661.513
0.8,0,1,5,1,8,661.515
0.8,0,1,5,1,9,661.516
0.8,0,1,5,1,10,661.517
0.8,0,1,5,1,20,661.521
0.8,0,1,5,1,30,661.523
0.8,0,1,5,1,40,661.524
0.8,0,1,5,1,50,661.524
0.8,1,1,5,1,1,550.097
0.8,1,1,5,1,2,550.097
0.8,1,1,5,1,3,550.098
0.8,1,1,5,1,4,550.098
0.8,1,1,5,1,5,550.098
0.8,1,1,5,1,6,550.098
0.8,1,1,5,1,7,550.098
0.8,1,1,5,1,8,550.098
0.8,1,1,5,1,9,550.098
0.8,1,1,5,1,10,550.098
0.8,1,1,5,1,20,550.098
0.8,1,1,5,1,30,550.098
0.8,1,1,5,1,40,550.098
0.8,1,1,5,1,50,550.098
0.8,10,1,5,1,1,453.103
0.8,10,1,5,1,2,453.103
0.8,10,1,5,1,3,453.103
0.8,10,1,5,1,4,453.103
0.8,10,1,5,1,5,453.103
0.8,10,1,5,1,6,453.103
0.8,10,1,5,1,7,453.103
0.8,10,1,5,1,8,453.103
0.8,10,1,5,1,9,453.103
0.8,10,1,5,1,10,453.103
0.8,10,1,5,1,20,453.103
0.8,10,1,5,1,30,453.103
0.8,10,1,5,1,40,453.103
0.8,10,1,5,1,50,453.103
0.8,0,1,10,1,1,443.703
0.8,0,1,10,1,2,443.704
0.8,0,1,10,1,3,443.705
0.8,0,1,10,1,4,443.705
0.8,0,1,10,1,5,443.705
0.8,0,1,10,1,6,443.705
0.8,0,1,10,1,7,443.705
0.8,0,1,10,1,8,443.705
0.8,0,1,10,1,9,443.705
0.8,0,1,10,1,10,443.706
0.8,0,1,10,1,20,443.706
0.8,0,1,10,1,30,443.706
0.8,0,1,10,1,40,443.706
0.8,0,1,10,1,50,443.706
0.8,1,1,10,1,1,178.189
0.8,1,1,10,1,2,178.189
0.8,1,1,10,1,3,178.189
0.8,1,1,10,1,4,178.189
0.8,1,1,10,1,5,178.189
0.8,1,1,10,1,6,178.189
0.8,1,1,10,1,7,178.189
0.8,1,1,10,1,8,178.189
0.8,1,1,10,1,9,178.189
0.8,1,1,10,1,10,178.189
0.8,1,1,10,1,20,178.189
0.8,1,1,10,1,30,178.189
0.8,1,1,10,1,40,178.189
0.8,1,1,10,1,50,178.189
0.8,10,1,10,1,1,235.468
0.8,10,1,10,1,2,235.468
0.8,10,1,10,1,3,235.468
0.8,10,1,10,1,4,235.468
0.8,10,1,10,1,5,235.468
0.8,10,1,10,1,6,235.468
0.8,10,1,10,1,7,235.468
0.8,10,1,10,1,8,235.468
0.8,10,1,10,1,9,235.468
0.8,10,1,10,1,10,235.468
0.8,10,1,10,1,20,235.468
0.8,10,1,10,1,30,235.468
0.8,10,1,10,1,40,235.468
0.8,10,1,10,1,50,235.468
0.8,0,1,0,3,1,268.557
0.8,0,1,0,3,2,271.566
0.8,0,1,0,3,3,273.326
0.8,0,1,0,3,4,274.575
0.8,0,1,0,3,5,275.544
0.8,0,1,0,3,6,276.335
0.8,0,1,0,3,7,277.004
0.8,0,1,0,3,8,277.584
0.8,0,1,0,3,9,278.095
0.8,0,1,0,3,10,278.553
0.8,0,1,0,3,20,354.969
0.8,0,1,0,3,30,580.818
0.8,0,1,0,3,40,665.744
0.8,0,1,0,3,50,694.14
0.8,1,1,0,3,1,273.577
0.8,1,1,0,3,2,276.584
0.8,1,1,0,3,3,278.343
0.8,1,1,0,3,4,279.577
0.8,1,1,0,3,5,298.06
0.8,1,1,0,3,6,356.108
0.8,1,1,0,3,7,437.37
0.8,1,1,0,3,8,515.547
0.8,1,1,0,3,9,572.69
0.8,1,1,0,3,10,612.151
0.8,1,1,0,3,20,697.103
0.8,1,1,0,3,30,704.579
0.8,1,1,0,3,40,706.499
0.8,1,1,0,3,50,707.217
0.8,10,1,0,3,1,269.459
0.8,10,1,0,3,2,360.28
0.8,10,1,0,3,3,472.279
0.8,10,1,0,3,4,501.864
0.8,10,1,0,3,5,511.531
0.8,10,1,0,3,6,515.724
0.8,10,1,0,3,7,517.642
0.8,10,1,0,3,8,518.88
0.8,10,1,0,3,9,519.569
0.8,10,1,0,3,10,520.016
0.8,10,1,0,3,20,521.117
0.8,10,1,0,3,30,521.263
0.8,10,1,0,3,40,521.33
0.8,10,1,0,3,50,521.349
0.8,0,1,5,3,1,268.557
0.8,0,1,5,3,2,271.567
0.8,0,1,5,3,3,273.433
0.8,0,1,5,3,4,292.251
0.8,0,1,5,3,5,343.652
0.8,0,1,5,3,6,397.222
0.8,0,1,5,3,7,434.304
0.8,0,1,5,3,8,455.438
0.8,0,1,5,3,9,467.88
0.8,0,1,5,3,10,475.239
0.8,0,1,5,3,20,491.482
0.8,0,1,5,3,30,493.11
0.8,0,1,5,3,40,493.528
0.8,0,1,5,3,50,493.697
0.8,1,1,5,3,1,345.895
0.8,1,1,5,3,2,347.739
0.8,1,1,5,3,3,347.938
0.8,1,1,5,3,4,347.991
0.8,1,1,5,3,5,348.013
0.8,1,1,5,3,6,348.026
0.8,1,1,5,3,7,348.03
0.8,1,1,5,3,8,348.037
0.8,1,1,5,3,9,348.038
0.8,1,1,5,3,10,348.02
0.8,1,1,5,3,20,348.038
0.8,1,1,5,3,30,348.041
0.8,1,1,5,3,40,348.042
0.8,1,1,5,3,50,348.043
0.8,10,1,5,3,1,261.101
