C,Cr,Mn,Ni,Si,CR,Hardness,Hardness_sqrt
0.4,1,0.1,10,3,8,518.245,22.76499506
0.4,1,0.1,10,3,9,518.245,22.76499506
0.4,1,0.1,10,3,10,518.245,22.76499506
0.4,1,0.1,10,3,20,518.246,22.76501702
0.4,1,0.1,10,3,30,518.246,22.76501702
0.4,1,0.1,10,3,40,518.246,22.76501702
0.4,1,0.1,10,3,50,518.246,22.76501702
0.4,10,0.1,10,3,1,197.67,14.05951635
0.4,10,0.1,10,3,2,197.67,14.05951635
0.4,10,0.1,10,3,3,197.67,14.05951635
0.4,10,0.1,10,3,4,197.67,14.05951635
0.4,10,0.1,10,3,5,197.67,14.05951635
0.4,10,0.1,10,3,6,197.67,14.05951635
0.4,10,0.1,10,3,7,197.67,14.05951635
0.4,10,0.1,10,3,8,197.67,14.05951635
0.4,10,0.1,10,3,9,197.67,14.05951635
0.4,10,0.1,10,3,10,197.67,14.05951635
0.4,10,0.1,10,3,20,197.67,14.05951635
0.4,10,0.1,10,3,30,197.67,14.05951635
0.4,10,0.1,10,3,40,197.67,14.05951635
0.4,10,0.1,10,3,50,197.67,14.05951635
0.4,0,1,0,0,1,228.831,15.127161
0.4,0,1,0,0,2,239.464,15.47462439
0.4,0,1,0,0,3,244.814,15.64653316
0.4,0,1,0,0,4,249.658,15.80056961
0.4,0,1,0,0,5,253.631,15.92579668
0.4,0,1,0,0,6,256.417,16.01302595
0.4,0,1,0,0,7,258.67,16.08322107
0.4,0,1,0,0,8,261.384,16.16737455
0.4,0,1,0,0,9,260.951,16.15397784
0.4,0,1,0,0,10,265.411,16.29143947
0.4,0,1,0,0,20,286.698,16.93215875
0.4,0,1,0,0,30,341.065,18.4679452
0.4,0,1,0,0,40,394.082,19.85149868
0.4,0,1,0,0,50,442.667,21.03965304
0.4,1,1,0,0,1,250.459,15.8258965
0.4,1,1,0,0,2,285.742,16.90390487
0.4,1,1,0,0,3,310.032,17.60772558
0.4,1,1,0,0,4,322.687,17.96349075
0.4,1,1,0,0,5,331.392,18.20417535
0.4,1,1,0,0,6,338.006,18.38493949
0.4,1,1,0,0,7,343.365,18.53011063
0.4,1,1,0,0,8,353.968,18.81403731
0.4,1,1,0,0,9,369.22,19.21509823
0.4,1,1,0,0,10,382.646,19.56133942
0.4,1,1,0,0,20,488.884,22.11072138
0.4,1,1,0,0,30,577.613,24.03358067
0.4,1,1,0,0,40,625.259,25.00517946
0.4,1,1,0,0,50,643.451,25.36633596
0.4,10,1,0,0,1,519.82,22.7995614
0.4,10,1,0,0,2,537.486,23.18374431
0.4,10,1,0,0,3,539.484,23.22679487
0.4,10,1,0,0,4,540.124,23.24056798
0.4,10,1,0,0,5,540.418,23.24689227
0.4,10,1,0,0,6,540.534,23.24938709
0.4,10,1,0,0,7,540.59,23.25059139
0.4,10,1,0,0,8,540.638,23.2516236
0.4,10,1,0,0,9,540.663,23.25216119
0.4,10,1,0,0,10,540.66,23.25209668
0.4,10,1,0,0,20,540.733,23.25366638
0.4,10,1,0,0,30,540.719,23.25336535
0.4,10,1,0,0,40,540.735,23.25370938
0.4,10,1,0,0,50,540.743,23.2538814
0.4,0,1,5,0,1,252.469,15.88927311
0.4,0,1,5,0,2,290.077,17.03164701
0.4,0,1,5,0,3,310,17.60681686
0.4,0,1,5,0,4,375.549,19.37908667
0.4,0,1,5,0,5,418.772,20.46391947
0.4,0,1,5,0,6,453.75,21.3014084
0.4,0,1,5,0,7,485.86,22.04223219
0.4,0,1,5,0,8,516.219,22.72045334
0.4,0,1,5,0,9,546.098,23.3687398
0.4,0,1,5,0,10,571.056,23.89677803
0.4,0,1,5,0,20,662.074,25.73079867
0.4,0,1,5,0,30,674.392,25.96905851
0.4,0,1,5,0,40,677.927,26.03703132
0.4,0,1,5,0,50,679.235,26.06213729
0.4,1,1,5,0,1,570.844,23.89234187
0.4,1,1,5,0,2,632.004,25.13968974
0.4,1,1,5,0,3,638.846,25.27540306
0.4,1,1,5,0,4,640.906,25.31612135
0.4,1,1,5,0,5,641.751,25.33280482
0.4,1,1,5,0,6,642.15,25.34067876
0.4,1,1,5,0,7,642.526,25.34809658
0.4,1,1,5,0,8,642.633,25.3502071
0.4,1,1,5,0,9,642.689,25.3513116
0.4,1,1,5,0,10,642.742,25.35235689
0.4,1,1,5,0,20,642.914,25.35574886
0.4,1,1,5,0,30,642.948,25.35641931
0.4,1,1,5,0,40,642.963,25.35671509
0.4,1,1,5,0,50,642.942,25.35630099
0.4,10,1,5,0,1,193.01,13.89280389
0.4,10,1,5,0,2,192.994,13.89222804
0.4,10,1,5,0,3,192.997,13.89233602
0.4,10,1,5,0,4,192.998,13.89237201
0.4,10,1,5,0,5,192.998,13.89237201
0.4,10,1,5,0,6,192.999,13.892408
0.4,10,1,5,0,7,192.999,13.892408
0.4,10,1,5,0,8,192.999,13.892408
0.4,10,1,5,0,9,192.999,13.892408
0.4,10,1,5,0,10,192.999,13.892408
0.4,10,1,5,0,20,192.999,13.892408
0.4,10,1,5,0,30,193,13.89244399
0.4,10,1,5,0,40,193,13.89244399
0.4,10,1,5,0,50,193,13.89244399
0.4,0,1,10,0,1,331.636,18.21087587
0.4,0,1,10,0,2,642.154,25.34075768
0.4,0,1,10,0,3,676.05,26.00096152
0.4,0,1,10,0,4,687.017,26.21100914
0.4,0,1,10,0,5,691.329,26.29313599
0.4,0,1,10,0,6,693.405,26.33258438
0.4,0,1,10,0,7,694.907,26.36108875
0.4,0,1,10,0,8,695.541,26.37311131
0.4,0,1,10,0,9,695.951,26.38088323
0.4,0,1,10,0,10,696.231,26.38618957
0.4,0,1,10,0,20,697.041,26.40153405
0.4,0,1,10,0,30,697.176,26.40409059
0.4,0,1,10,0,40,697.232,26.40515101
0.4,0,1,10,0,50,697.234,26.40518888
0.4,1,1,10,0,1,595.822,24.40946538
0.4,1,1,10,0,2,595.981,24.41272209
0.4,1,1,10,0,3,595.99,24.41290642
0.4,1,1,10,0,4,596.001,24.41313171
0.4,1,1,10,0,5,596.006,24.41323412
0.4,1,1,10,0,6,596.009,24.41329556
0.4,1,1,10,0,7,596.011,24.41333652
0.4,1,1,10,0,8,596.012,24.413357
0.4,1,1,10,0,9,596.013,24.41337748
0.4,1,1,10,0,10,596.014,24.41339796
0.4,1,1,10,0,20,596.017,24.4134594
0.4,1,1,10,0,30,596.018,24.41347988
0.4,1,1,10,0,40,596.018,24.41347988
0.4,1,1,10,0,50,596.019,24.41350036
0.4,10,1,10,0,1,186.909,13.67146664
0.4,10,1,10,0,2,186.91,13.67150321
0.4,10,1,10,0,3,186.91,13.67150321
0.4,10,1,10,0,4,186.91,13.67150321
0.4,10,1,10,0,5,186.91,13.67150321
0.4,10,1,10,0,6,186.91,13.67150321
0.4,10,1,10,0,7,186.91,13.67150321
0.4,10,1,10,0,8,186.91,13.67150321
0.4,10,1,10,0,9,186.91,13.67150321
0.4,10,1,10,0,10,186.91,13.67150321
0.4,10,1,10,0,20,186.91,13.67150321
0.4,10,1,10,0,30,186.91,13.67150321
0.4,10,1,10,0,40,186.91,13.67150321
0.4,10,1,10,0,50,186.91,13.67150321
0.4,0,1,0,0,1,381.225,19.52498399
0.4,0,1,0,0,2,414.505,20.35939587
0.4,0,1,0,0,3,445.065,21.0965637
0.4,0,1,0,0,4,476.535,21.82968163
0.4,0,1,0,0,5,508.806,22.55672849
0.4,0,1,0,0,6,543.075,23.30396962
0.4,0,1,0,0,7,571.149,23.89872382
0.4,0,1,0,0,8,595.275,24.39825813
0.4,0,1,0,0,9,609.418,24.68639301
0.4,0,1,0,0,10,619.404,24.88782835
0.4,0,1,0,0,20,643.071,25.35884461
0.4,0,1,0,0,30,645.651,25.40966352
0.4,0,1,0,0,40,646.413,25.42465339
0.4,0,1,0,0,50,646.856,25.43336391
0.4,1,1,0,0,1,459.663,21.4397528
0.4,1,1,0,0,2,499.923,22.35895794
0.4,1,1,0,0,3,542.959,23.30148064
0.4,1,1,0,0,4,584.613,24.17877168
0.4,1,1,0,0,5,610.21,24.70242903
0.4,1,1,0,0,6,623.658,24.97314558
0.4,1,1,0,0,7,629.788,25.0955773
0.4,1,1,0,0,8,633.622,25.17184936
0.4,1,1,0,0,9,635.946,25.21796978
0.4,1,1,0,0,10,637.634,25.2514158
0.4,1,1,0,0,20,641.564,25.32911368
0.4,1,1,0,0,30,642.134,25.34036306
0.4,1,1,0,0,40,642.262,25.34288855
0.4,1,1,0,0,50,642.319,25.3440131
0.4,10,1,0,0,1,586.052,24.2085109
0.4,10,1,0,0,2,586.064,24.20875875
0.4,10,1,0,0,3,586.068,24.20884136
0.4,10,1,0,0,4,586.07,24.20888267
0.4,10,1,0,0,5,586.071,24.20890332
0.4,10,1,0,0,6,586.071,24.20890332
0.4,10,1,0,0,7,586.072,24.20892397
0.4,10,1,0,0,8,586.072,24.20892397
0.4,10,1,0,0,9,586.073,24.20894463
0.4,10,1,0,0,10,586.073,24.20894463
0.4,10,1,0,0,20,586.074,24.20896528
0.4,10,1,0,0,30,586.074,24.20896528
0.4,10,1,0,0,40,586.074,24.20896528
0.4,10,1,0,0,50,586.074,24.20896528
0.4,0,1,5,0,1,646.416,25.42471239
0.4,0,1,5,0,2,670.596,25.8958684
0.4,0,1,5,0,3,673.247,25.94700368
0.4,0,1,5,0,4,674.027,25.96202997
0.4,0,1,5,0,5,674.346,25.96817283
0.4,0,1,5,0,6,674.588,25.97283196
0.4,0,1,5,0,7,674.658,25.97417949
0.4,0,1,5,0,8,674.703,25.97504572
0.4,0,1,5,0,9,674.733,25.97562319
0.4,0,1,5,0,10,674.754,25.97602741
0.4,0,1,5,0,20,674.823,25.97735552
0.4,0,1,5,0,30,674.838,25.97764423
0.4,0,1,5,0,40,674.844,25.97775972
0.4,0,1,5,0,50,674.81,25.9771053
0.4,1,1,5,0,1,661.991,25.72918576
0.4,1,1,5,0,2,661.962,25.72862219
0.4,1,1,5,0,3,661.973,25.72883596
0.4,1,1,5,0,4,661.978,25.72893313
0.4,1,1,5,0,5,661.981,25.72899143
0.4,1,1,5,0,6,661.983,25.7290303
0.4,1,1,5,0,7,661.985,25.72906916
0.4,1,1,5,0,8,661.986,25.7290886
0.4,1,1,5,0,9,661.986,25.7290886
0.4,1,1,5,0,10,661.987,25.72910803
0.4,1,1,5,0,20,661.99,25.72916633
0.4,1,1,5,0,30,661.991,25.72918576
0.4,1,1,5,0,40,661.991,25.72918576
0.4,1,1,5,0,50,661.991,25.72918576
0.4,10,1,5,0,1,369.335,19.21809044
0.4,10,1,5,0,2,369.335,19.21809044
0.4,10,1,5,0,3,369.335,19.21809044
0.4,10,1,5,0,4,369.335,19.21809044
0.4,10,1,5,0,5,369.335,19.21809044
0.4,10,1,5,0,6,369.335,19.21809044
0.4,10,1,5,0,7,369.335,19.21809044
0.4,10,1,5,0,8,369.335,19.21809044
0.4,10,1,5,0,9,369.335,19.21809044
0.4,10,1,5,0,10,369.335,19.21809044
0.4,10,1,5,0,20,369.335,19.21809044
0.4,10,1,5,0,30,369.335,19.21809044
0.4,10,1,5,0,40,369.335,19.21809044
0.4,10,1,5,0,50,369.335,19.21809044
0.4,0,1,10,0,1,668.523,25.85581173
0.4,0,1,10,0,2,668.51,25.85556033
0.4,0,1,10,0,3,668.507,25.85550232
0.4,0,1,10,0,4,668.453,25.85445803
0.4,0,1,10,0,5,668.465,25.8546901
0.4,0,1,10,0,6,668.473,25.85484481
0.4,0,1,10,0,7,668.477,25.85492216
0.4,0,1,10,0,8,668.481,25.85499952
0.4,0,1,10,0,9,668.484,25.85505753
0.4,0,1,10,0,10,668.486,25.85509621
0.4,0,1,10,0,20,668.495,25.85527026
0.4,0,1,10,0,30,668.498,25.85532827
0.4,0,1,10,0,40,668.5,25.85536695
0.4,0,1,10,0,50,668.5,25.85536695
0.4,1,1,10,0,1,622.315,24.9462422
0.4,1,1,10,0,2,622.315,24.9462422
0.4,1,1,10,0,3,622.315,24.9462422
0.4,1,1,10,0,4,622.315,24.9462422
0.4,1,1,10,0,5,622.315,24.9462422
0.4,1,1,10,0,6,622.315,24.9462422
0.4,1,1,10,0,7,622.315,24.9462422
0.4,1,1,10,0,8,622.315,24.9462422
0.4,1,1,10,0,9,622.315,24.9462422
0.4,1,1,10,0,10,622.315,24.9462422
0.4,1,1,10,0,20,622.315,24.9462422
0.4,1,1,10,0,30,622.315,24.9462422
0.4,1,1,10,0,40,622.315,24.9462422
0.4,1,1,10,0,50,622.315,24.9462422
0.4,10,1,10,0,1,157.473,12.54882465
0.4,10,1,10,0,2,157.473,12.54882465
0.4,10,1,10,0,3,157.473,12.54882465
0.4,10,1,10,0,4,157.473,12.54882465
0.4,10,1,10,0,5,157.473,12.54882465
0.4,10,1,10,0,6,157.473,12.54882465
0.4,10,1,10,0,7,157.473,12.54882465
0.4,10,1,10,0,8,157.473,12.54882465
0.4,10,1,10,0,9,157.473,12.54882465
0.4,10,1,10,0,10,157.473,12.54882465
0.4,10,1,10,0,20,157.473,12.54882465
0.4,10,1,10,0,30,157.473,12.54882465
0.4,10,1,10,0,40,157.473,12.54882465
0.4,10,1,10,0,50,157.473,12.54882465
0.4,0,1,0,0,1,274.86,16.57890226
0.4,0,1,0,0,2,289.677,17.01990012
0.4,0,1,0,0,3,305.042,17.46545161
0.4,0,1,0,0,4,320.295,17.89678742
0.4,0,1,0,0,5,334.761,18.29647507
0.4,0,1,0,0,6,348.677,18.67289479
0.4,0,1,0,0,7,362.429,19.03756812
0.4,0,1,0,0,8,376.298,19.398402
0.4,0,1,0,0,9,390.033,19.74925315
0.4,0,1,0,0,10,403.69,20.09203822
0.4,0,1,0,0,20,523.185,22.87323764
0.4,0,1,0,0,30,554.387,23.54542418
0.4,0,1,0,0,40,562.154,23.70978701
0.4,0,1,0,0,50,564.645,23.76225999
0.4,1,1,0,0,1,349.742,18.70139032
0.4,1,1,0,0,2,370.498,19.2483246
0.4,1,1,0,0,3,389.039,19.72407159
0.4,1,1,0,0,4,406.381,20.15889382
0.4,1,1,0,0,5,423.411,20.57695313
0.4,1,1,0,0,6,440.947,20.99873806
0.4,1,1,0,0,7,458.766,21.4188235
0.4,1,1,0,0,8,476.05,21.81857007
0.4,1,1,0,0,9,494.374,22.23452271
0.4,1,1,0,0,10,508.552,22.55109753
0.4,1,1,0,0,20,554.665,23.55132693
0.4,1,1,0,0,30,559.134,23.64601446
0.4,1,1,0,0,40,560.502,23.67492344
0.4,1,1,0,0,50,560.969,23.68478415
0.4,10,1,0,0,1,345.654,18.59177237
0.4,10,1,0,0,2,345.642,18.59144965
0.4,10,1,0,0,3,345.643,18.59147654
0.4,10,1,0,0,4,345.643,18.59147654
0.4,10,1,0,0,5,345.644,18.59150344
0.4,10,1,0,0,6,345.644,18.59150344
0.4,10,1,0,0,7,345.644,18.59150344
0.4,10,1,0,0,8,345.645,18.59153033
0.4,10,1,0,0,9,345.645,18.59153033
0.4,10,1,0,0,10,345.645,18.59153033
0.4,10,1,0,0,20,345.628,18.59107313
0.4,10,1,0,0,30,345.634,18.59123449
0.4,10,1,0,0,40,345.637,18.59131518
0.4,10,1,0,0,50,345.639,18.59136897
0.4,0,1,5,0,1,489.999,22.13592103
0.4,0,1,5,0,2,554.224,23.54196254
0.4,0,1,5,0,3,588.152,24.25184529
0.4,0,1,5,0,4,597.652,24.4469221
0.4,0,1,5,0,5,601.207,24.51952283
0.4,0,1,5,0,6,602.865,24.55330935
0.4,0,1,5,0,7,603.808,24.57250496
0.4,0,1,5,0,8,604.272,24.58194459
0.4,0,1,5,0,9,604.668,24.58999797
0.4,0,1,5,0,10,604.971,24.59615824
0.4,0,1,5,0,20,605.626,24.60946972
0.4,0,1,5,0,30,605.713,24.61123727
0.4,0,1,5,0,40,605.745,24.61188737
0.4,0,1,5,0,50,605.76,24.6121921
0.4,1,1,5,0,1,596.055,24.41423765
0.4,1,1,5,0,2,596.062,24.41438101
0.4,1,1,5,0,3,596.064,24.41442197
0.4,1,1,5,0,4,596.064,24.41442197
0.4,1,1,5,0,5,596.018,24.41347988
0.4,1,1,5,0,6,596.028,24.41368469
0.4,1,1,5,0,7,596.034,24.41380757
0.4,1,1,5,0,8,596.039,24.41390997
0.4,1,1,5,0,9,596.042,24.41397141
0.4,1,1,5,0,10,596.045,24.41403285
0.4,1,1,5,0,20,596.056,24.41425813
0.4,1,1,5,0,30,596.059,24.41431957
0.4,1,1,5,0,40,596.061,24.41436053
0.4,1,1,5,0,50,596.062,24.41438101
0.4,10,1,5,0,1,357.765,18.91467684
0.4,10,1,5,0,2,357.765,18.91467684
0.4,10,1,5,0,3,357.766,18.91470328
0.4,10,1,5,0,4,357.766,18.91470328
0.4,10,1,5,0,5,357.766,18.91470328
0.4,10,1,5,0,6,357.766,18.91470328
0.4,10,1,5,0,7,357.766,18.91470328
0.4,10,1,5,0,8,357.766,18.91470328
0.4,10,1,5,0,9,357.766,18.91470328
0.4,10,1,5,0,10,357.766,18.91470328
0.4,10,1,5,0,20,357.766,18.91470328
0.4,10,1,5,0,30,357.766,18.91470328
0.4,10,1,5,0,40,357.766,18.91470328
0.4,10,1,5,0,50,357.766,18.91470328
0.4,0,1,10,0,1,625.325,25.00649916
0.4,0,1,10,0,2,625.324,25.00647916
0.4,0,1,10,0,3,625.324,25.00647916
0.4,0,1,10,0,4,625.324,25.00647916
0.4,0,1,10,0,5,625.324,25.00647916
0.4,0,1,10,0,6,625.324,25.00647916
0.4,0,1,10,0,7,625.324,25.00647916
0.4,0,1,10,0,8,625.324,25.00647916
0.4,0,1,10,0,9,625.277,25.00553939
0.4,0,1,10,0,10,625.282,25.00563936
0.4,0,1,10,0,20,625.305,25.00609926
0.4,0,1,10,0,30,625.312,25.00623922
0.4,0,1,10,0,40,625.315,25.00629921
0.4,0,1,10,0,50,625.317,25.0063392
0.4,1,1,10,0,1,600.928,24.51383283
0.4,1,1,10,0,2,600.929,24.51385323
0.4,1,1,10,0,3,600.929,24.51385323
0.4,1,1,10,0,4,600.93,24.51387362
0.4,1,1,10,0,5,600.93,24.51387362
0.4,1,1,10,0,6,600.93,24.51387362
0.4,1,1,10,0,7,600.93,24.51387362
0.4,1,1,10,0,8,600.93,24.51387362
0.4,1,1,10,0,9,600.93,24.51387362
0.4,1,1,10,0,10,600.93,24.51387362
0.4,1,1,10,0,20,600.931,24.51389402
0.4,1,1,10,0,30,600.931,24.51389402
0.4,1,1,10,0,40,600.931,24.51389402
0.4,1,1,10,0,50,600.931,24.51389402
0.4,10,1,10,0,1,263.955,16.24669197
0.4,10,1,10,0,2,263.955,16.24669197
0.4,10,1,10,0,3,263.955,16.24669197
0.4,10,1,10,0,4,263.955,16.24669197
0.4,10,1,10,0,5,263.955,16.24669197
0.4,10,1,10,0,6,263.955,16.24669197
0.4,10,1,10,0,7,263.955,16.24669197
0.4,10,1,10,0,8,263.955,16.24669197
0.4,10,1,10,0,9,263.955,16.24669197
0.4,10,1,10,0,10,263.955,16.24669197
0.4,10,1,10,0,20,263.955,16.24669197
0.4,10,1,10,0,30,263.955,16.24669197
0.4,10,1,10,0,40,263.955,16.24669197
0.4,10,1,10,0,50,263.955,16.24669197
0.4,0,1,0,1,1,227.842,15.09443606
0.4,0,1,0,1,2,232.412,15.24506478
0.4,0,1,0,1,3,234.457,15.31198877
0.4,0,1,0,1,4,236.281,15.37143455
0.4,0,1,0,1,5,237.598,15.41421422
0.4,0,1,0,1,6,239.163,15.46489573
0.4,0,1,0,1,7,239.887,15.4882859
0.4,0,1,0,1,8,241.376,15.53628012
0.4,0,1,0,1,9,251.568,15.86089531
0.4,0,1,0,1,10,271.767,16.48535714
0.4,0,1,0,1,20,547.756,23.40418766
0.4,0,1,0,1,30,586.699,24.22187028
0.4,0,1,0,1,40,602.624,24.54840117
0.4,0,1,0,1,50,611.193,24.72231785
0.4,1,1,0,1,1,250.887,15.83941287
0.4,1,1,0,1,2,255.906,15.99706223
0.4,1,1,0,1,3,343.038,18.52128505
0.4,1,1,0,1,4,431.343,20.76879871
0.4,1,1,0,1,5,509.738,22.57737806
0.4,1,1,0,1,6,557.852,23.61889074
0.4,1,1,0,1,7,584.253,24.17132599
0.4,1,1,0,1,8,600.96,24.51448551
0.4,1,1,0,1,9,612.291,24.74451454
0.4,1,1,0,1,10,619.977,24.89933734
0.4,1,1,0,1,20,639.412,25.28659724
0.4,1,1,0,1,30,642.235,25.34235585
0.4,1,1,0,1,40,643.051,25.35845027
0.4,1,1,0,1,50,643.473,25.3667696
0.4,10,1,0,1,1,474.154,21.7750775
0.4,10,1,0,1,2,484.473,22.01074737
0.4,10,1,0,1,3,485.556,22.03533526
0.4,10,1,0,1,4,485.844,22.04186925
0.4,10,1,0,1,5,485.957,22.0444324
0.4,10,1,0,1,6,485.98,22.04495407
0.4,10,1,0,1,7,486.021,22.04588397
0.4,10,1,0,1,8,486.041,22.04633756
0.4,10,1,0,1,9,486.061,22.04679115
0.4,10,1,0,1,10,486.077,22.04715401
0.4,10,1,0,1,20,486.104,22.04776633
0.4,10,1,0,1,30,486.115,22.04801578
0.4,10,1,0,1,40,486.119,22.04810649
0.4,10,1,0,1,50,486.122,22.04817453
0.4,0,1,5,1,1,246.769,15.70888284
0.4,0,1,5,1,2,249.964,15.81024984
0.4,0,1,5,1,3,377.637,19.4328845
0.4,0,1,5,1,4,526.268,22.94053182
0.4,0,1,5,1,5,587.969,24.24807209
0.4,0,1,5,1,6,615.159,24.80239908
0.4,0,1,5,1,7,628.505,25.07000199
0.4,0,1,5,1,8,637.1,25.24083992
0.4,0,1,5,1,9,642.876,25.35499951
0.4,0,1,5,1,10,646.885,25.43393403
0.4,0,1,5,1,20,656.738,25.62689993
0.4,0,1,5,1,30,658.135,25.65414197
0.4,0,1,5,1,40,658.487,25.66100154
0.4,0,1,5,1,50,658.655,25.66427478
0.4,1,1,5,1,1,608.845,24.6747847
0.4,1,1,5,1,2,617.445,24.84844059
0.4,1,1,5,1,3,618.366,24.86696604
0.4,1,1,5,1,4,618.628,24.87223351
0.4,1,1,5,1,5,618.734,24.87436431
0.4,1,1,5,1,6,618.8,24.87569095
0.4,1,1,5,1,7,618.78,24.87528894
0.4,1,1,5,1,8,618.818,24.87605274
0.4,1,1,5,1,9,618.831,24.87631404
0.4,1,1,5,1,10,618.825,24.87619344
0.4,1,1,5,1,20,618.871,24.877118
0.4,1,1,5,1,30,618.882,24.87733909
0.4,1,1,5,1,40,618.886,24.87741948
0.4,1,1,5,1,50,618.889,24.87747978
0.4,10,1,5,1,1,217.215,14.73821563
0.4,10,1,5,1,2,217.205,14.73787637
0.4,10,1,5,1,3,217.208,14.73797815
0.4,10,1,5,1,4,217.209,14.73801208
0.4,10,1,5,1,5,217.209,14.73801208
0.4,10,1,5,1,6,217.209,14.73801208
0.4,10,1,5,1,7,217.21,14.738046
0.4,10,1,5,1,8,217.21,14.738046
0.4,10,1,5,1,9,217.21,14.738046
0.4,10,1,5,1,10,217.21,14.738046
0.4,10,1,5,1,20,217.21,14.738046
0.4,10,1,5,1,30,217.21,14.738046
0.4,10,1,5,1,40,217.21,14.738046
0.4,10,1,5,1,50,217.21,14.738046
0.4,0,1,10,1,1,299.673,17.31106583
0.4,0,1,10,1,2,599.024,24.4749668
0.4,0,1,10,1,3,642.153,25.34073795
0.4,0,1,10,1,4,652.64,25.54681976
0.4,0,1,10,1,5,656.684,25.62584633
0.4,0,1,10,1,6,658.24,25.65618834
0.4,0,1,10,1,7,659.129,25.67350775
0.4,0,1,10,1,8,659.686,25.68435321
0.4,0,1,10,1,9,659.995,25.69036784
0.4,0,1,10,1,10,660.223,25.69480492
0.4,0,1,10,1,20,660.864,25.70727523
0.4,0,1,10,1,30,660.967,25.70927848
0.4,0,1,10,1,40,660.971,25.70935627
0.4,0,1,10,1,50,660.993,25.70978413
0.4,1,1,10,1,1,554.107,23.53947748
0.4,1,1,10,1,2,554.251,23.54253597
0.4,1,1,10,1,3,554.258,23.54268464
0.4,1,1,10,1,4,554.267,23.54287578
0.4,1,1,10,1,5,554.271,23.54296073
0.4,1,1,10,1,6,554.273,23.54300321
0.4,1,1,10,1,7,554.275,23.54304568
0.4,1,1,10,1,8,554.276,23.54306692
0.4,1,1,10,1,9,554.277,23.54308816
0.4,1,1,10,1,10,554.277,23.54308816
0.4,1,1,10,1,20,554.279,23.54313063
0.4,1,1,10,1,30,554.28,23.54315187
0.4,1,1,10,1,40,554.28,23.54315187
0.4,1,1,10,1,50,554.28,23.54315187
0.4,10,1,10,1,1,195.452,13.98041487
0.4,10,1,10,1,2,195.453,13.98045064
0.4,10,1,10,1,3,195.453,13.98045064
0.4,10,1,10,1,4,195.453,13.98045064
0.4,10,1,10,1,5,195.453,13.98045064
0.4,10,1,10,1,6,195.453,13.98045064
0.4,10,1,10,1,7,195.453,13.98045064
0.4,10,1,10,1,8,195.453,13.98045064
0.4,10,1,10,1,9,195.453,13.98045064
0.4,10,1,10,1,10,195.453,13.98045064
0.4,10,1,10,1,20,195.453,13.98045064
0.4,10,1,10,1,30,195.453,13.98045064
0.4,10,1,10,1,40,195.453,13.98045064
0.4,10,1,10,1,50,195.453,13.98045064
0.4,0,1,0,1,1,611.204,24.72254032
0.4,0,1,0,1,2,625.441,25.00881844
0.4,0,1,0,1,3,627.093,25.04182501
0.4,0,1,0,1,4,627.364,25.04723538
0.4,0,1,0,1,5,627.463,25.04921156
0.4,0,1,0,1,6,627.529,25.05052894
0.4,0,1,0,1,7,627.574,25.05142711
0.4,0,1,0,1,8,627.607,25.05208574
0.4,0,1,0,1,9,627.62,25.0523452
0.4,0,1,0,1,10,627.647,25.05288407
0.4,0,1,0,1,20,627.678,25.05350275
0.4,0,1,0,1,30,627.686,25.05366241
0.4,0,1,0,1,40,627.689,25.05372228
0.4,0,1,0,1,50,627.691,25.05376219
0.4,1,1,0,1,1,621.007,24.92001204
0.4,1,1,0,1,2,622.39,24.94774539
0.4,1,1,0,1,3,622.54,24.95075149
0.4,1,1,0,1,4,622.603,24.95201395
0.4,1,1,0,1,5,622.629,24.95253494
0.4,1,1,0,1,6,622.651,24.95297577
0.4,1,1,0,1,7,622.658,24.95311604
0.4,1,1,0,1,8,622.661,24.95317615
0.4,1,1,0,1,9,622.665,24.9532563
0.4,1,1,0,1,10,622.667,24.95329638
0.4,1,1,0,1,20,622.674,24.95343664
0.4,1,1,0,1,30,622.675,24.95345667
0.4,1,1,0,1,40,622.628,24.9525149
0.4,1,1,0,1,50,622.64,24.95275536
0.4,10,1,0,1,1,569.235,23.85864623
0.4,10,1,0,1,2,569.237,23.85868814
0.4,10,1,0,1,3,569.237,23.85868814
0.4,10,1,0,1,4,569.237,23.85868814
0.4,10,1,0,1,5,569.237,23.85868814
0.4,10,1,0,1,6,569.237,23.85868814
0.4,10,1,0,1,7,569.238,23.8587091
0.4,10,1,0,1,8,569.238,23.8587091
0.4,10,1,0,1,9,569.238,23.8587091
0.4,10,1,0,1,10,569.238,23.8587091
0.4,10,1,0,1,20,569.238,23.8587091
0.4,10,1,0,1,30,569.238,23.8587091
0.4,10,1,0,1,40,569.238,23.8587091
0.4,10,1,0,1,50,569.238,23.8587091
0.4,0,1,5,1,1,649.877,25.49268523
0.4,0,1,5,1,2,649.891,25.49295981
0.4,0,1,5,1,3,649.894,25.49301865
0.4,0,1,5,1,4,649.893,25.49299904
0.4,0,1,5,1,5,649.894,25.49301865
0.4,0,1,5,1,6,649.895,25.49303827
0.4,0,1,5,1,7,649.895,25.49303827
0.4,0,1,5,1,8,649.85,25.49215566
0.4,0,1,5,1,9,649.856,25.49227334
0.4,0,1,5,1,10,649.861,25.49237141
0.4,0,1,5,1,20,649.88,25.49274407
0.4,0,1,5,1,30,649.885,25.49284213
0.4,0,1,5,1,40,649.888,25.49290097
0.4,0,1,5,1,50,649.89,25.4929402
